author,comments,reply_comments,reply_authors,update
fslailai,那些在这天天bb的干嘛不都卖了呢？等什么呢？,,,08-21
股友2729er1898,围绕72震荡横盘已8天，蓄势稳固，换手充分，三天内会拉升大涨，现在是考验耐力的时,,,08-21
境随心生,看看自己，是硬的，再看看你，真软啊！,,,08-21
哦呵呵,什么都可以涨一点唯独家电三傻不涨反跌，真是服气了，唉。中报不好以后再也不玩这里的,,,08-21
科技正道是沧桑,业绩好估值低的股票在一点点走强，福耀玻璃，中兴通讯，中国联通特变电工等等，估值低,,,08-21
等牛娃001,一点格局都没有，涨一点就拼命跑，下午会拉上去,,,08-21
价值投资追随者,大哥们，这大盘涨它不跟，大盘如果后面跌，这货估计毫不含糊啊，我苦恼心烦啊,,,08-21
秀丽的颜姿咏,买在无人问津处卖在人声鼎沸时,,,08-21
股友YMLE0J,一分钱玩一天，继续跌呀！,,,08-21
股友6rC3227929,哥，大盘3800了,,,08-21
豪悦黄金,给个面子，我还咋混,,,08-21
流干最后一滴血,涨了400点还在原地，这明显是方洪波回购操纵股价。,,,08-21
阿但地,对比H股，，A美的打了95折,,,08-21
极道仙兵,大家看看，下午这个价格接的回来吗,,,08-21
Ideally8166,没有外资，美的啥都不是！,,,08-21
股友2t3526e170,这都几个月了，还横着呢？,,,08-21
安静的狩猎者,牛市第一阶段都结束了，你还在睡觉！,,,08-21
Zhang1073,还是一如既往的稳定不涨,,,08-21
豪悦黄金,预测11点大规模拉升，收盘价逼近74,,,08-21
牛振国,港股合人民币75.7元了,,,08-21
拉高出货了,港股走的太强了，不像是同一家公司,,,08-21
股友16153H2M38,和港股差10块了还好早早清仓了,,,08-21
安静的狩猎者,又绿了,,,08-21
股市不红我不绿,72以下闭眼买，72以上无脑卖。两手两手的做，竟然赚1千多块钱了！这股太适合做T,,,08-21
股友2t3526e170,乌龟慢慢爬,,,08-21
豪爽大气的兰泽8,牛市来了，你不跟吗,,,08-21
乐观的梅小主,太丧了长起来疲软,,,08-21
豪悦黄金,怎么样是不是拉升了,,,08-21
乸畾龖,机构机构不买涨不了，下跌有回购，基本70应该难下去,,,08-21
股市东风,牛市拉指数就靠你了，逆子,,,08-21
股友95690IG171,怎么天天都的,,,08-21
巨量涨停,我在美的集团躲牛市。,,,08-21
上弦月就是你,今天没回购吗？,,,08-21
科技正道是沧桑,寒武纪市值马上超过你了，哈哈哈,,,08-21
我会发财自信满满,稳稳的，高，实在是高,,,08-21
股友95690IG171,今天能涨3个点不,,,08-21
股友2729er1898,卑鄙！可耻！这样压着美的不让涨，在大盘疯涨的情况下，投资者情何以堪？,,,08-21
到2800点了吗,9.1美的能不能像福耀玻璃一样，一根柱子拉起来？,,,08-21
万里江山血红,格力真是垃圾，一个在拉升，一个在反弹！垃圾在杀跌,,,08-21
哎呦喂1314,你们要波波红，有点难为他。,,,08-21
拉高出货了,横有多长，竖有多高,,,08-21
哎呦喂1314,病来如山倒，病去如抽丝。,,,08-21
大韭农,今天早上去晨练，一群小老头小老太问我：牛市来了买什么？我就说不知道。他们又问我买,,,08-21
JDHHDHDJ,昨天把剩下的卫星卖了全补了美的,,,08-21
股友601LB85950,想不通美的股价下跌的原因...,,,08-21
哎呦喂1314,散户都是思涨的，那么谁在卖？显然公司和机构同流合污，一个砸盘一个回购，但凡涨一点,,,08-21
冷风轻轻吹,昨天在迈瑞医疗跟美的做选择的时候选择了美的，今天还是绿,,,08-21
fslailai,日线调头，没有拿的必要咯,,,08-21
基民96i031L530,写玩意这么弱的么,,,08-21
乐观的梅小主,外面都涨上天了垃圾，想爆粗口,,,08-21
哎呦喂1314,美的是伟大的牛盲公司，跟牛市有密切的关系。,,,08-21
乔乔乔乔乔乔,这是防御性股票，我建了一成仓，其他九成都是科技类的股，别重仓美的问题不大的,,,08-21
到2800点了吗,丑的集团,,,08-21
山人一个,抛弃幻想,,,08-21
捕蛇者说,家电三巨头一天按一个，指数不能涨太快,,,08-21
fslailai,指数剑指4000点，美的剑指69元,,,08-21
有责任心地银芽柳,还好昨天没买格力,,,08-21
乐观的魏雯5,牛市了，你在干嘛！,,,08-21
抵拢倒拐611,家电三傻一个都支棱不起来。,,,08-21
股友73210I20i3,新增个下跌概念算了，一直加概念一直跌,,,08-21
万杰高升,还得破70,,,08-21
万里江山血红,格力集合竞价大单杀跌，真是垃圾一只！海尔高开，美的小低开，垃圾格力低开最多，唉，,,,08-21
fslailai,指数全线高开，美的关灯吃面,,,08-21
超凡脱俗的翻倍王,这一轮牛市，外边普涨百分之二十多，而你不知廉耻的在这趴窝俩月。,,,08-21
买入涨卖出跌,毫无投机价值,,,08-21
美的集团资讯,美的集团：融资余额35.94亿元，创近一年新高（08-20）,,,08-21
股友2729er1898,美的在最热门的概念都拥有了，但周身刀没一把利，样样通比不上别人一样精。所以，风油,,,08-21
股友7Zmyua,企业发展，不能只盯着资本运作，不能只想着套现，而应回归实业，踏踏实实的为消费者提,,,08-21
剑气纵横三万里丶,开干,,,08-21
抵拢倒拐611,外围红了，不知道你今天要怎么表演。,,,08-21
坚韧的柳南,$美的集团(SZ000333)$,,,08-21
日行三事,对比小米财务指标，美的集团被严重低估。美的的业务范围和科技含量远高于小米。,,,08-20
三千万到手,明天一举突破前高,,,08-20
盘后拍断大腿,你他哥一堆概念，也带不动你。。？,,,08-20
陪跑天团,多了一个数据中心概念，希望明天上涨,,,08-20
小试牛刀1217895,今天是年报前最后一天回购了吗？是不是可以涨了,,,08-20
美的集团资讯,【概念速递】美的集团新增“数据中心”概念,,,08-20
豪悦黄金,明天不拉升，直播吃,,,08-20
顺为_顺为,昨天都搞开了，美的这股压不住了美的的自动化，机器人家电龙头的含金量还在上升,,,08-20
钱氏家族价值投资,美的的股东，请问你们躲在美的里躲避牛市吗？,,,08-20
拉高出货了,6千万买单，今天回购了6千万,,,08-20
或跃在渊2024,明天一根大阳线拔地而起,,,08-20
拥抱黑心科技,都在这里躲牛市啊,,,08-20
每天看看票,今天盘中那8000多手原来是他啊,,,08-20
美的集团资讯,美的集团:关于调整持股计划管理委员会委员的公告,,,08-20
美的集团资讯,美的集团:关于2025年A股持股计划管理委员会选聘的公告,,,08-20
李子酸,已经回购41亿，还有24亿达到回购下限，这个月才回购5亿，回购有点满，,,,08-20
独具慧眼的砚青7,不争气，不要月佥！,,,08-20
乸畾龖,散户多的地方就是20倍以下的市盈率，能赚钱的企业不涨，几百倍市盈率市梦率疯涨，板,,,08-20
向快乐出发168,下跌原因就是因为这个大家自己看看吧,,,08-20
招财大脸猫猫,跑输大盘10个点起码吧，急需一个涨停。。。,,,08-20
农田在逃韭菜,哪里能看到累计回购的进度,,,08-20
阿但地,这几天在西安，股票基本上不看,,,08-20
游离88,说白了，这票没在热点版块,,,08-20
大三横一竖,前天砸美的，昨天砸格力，今天砸美的，明天又要砸格力了，玩得真溜！几个家电龙头每天,,,08-20
价值投资追随者,我再想一个问题，后续大盘稍微调整下，大家是不是又要挨揍了？,,,08-20
顺势而为者昌,可恶，今天被主力当猴耍了一天。,,,08-20
干劲冲天地小爆子,回购给高管减持,,,08-20
股友Xa2qa3,不涨就看一手中报吧,,,08-20
股友2729er1898,大家说说，明天涨停的可能性有多大？,,,08-20
让我赚点啊,一日花开，一日花败，涨是不可能涨的，跌是不可能跌的，只要套的人足够多，资金就流动,,,08-20
壹袋谷惘,没办法，量化不敢来美的，正规队筹码多，量化要多少给多少筹码,,,08-20
Mr麦,分红后跌下来就一直横盘磨，我看你能不能磨到年底？,,,08-20
股友2729er1898,明天100%高开,,,08-20
股友2729er1898,最阴暗的日子熬过去了，从明天起，美的就是阳光灿烂的日子。大家不要把筹码弄丢了，今,,,08-20
来自2019年末,今天整个市场绿的不多，你算一个,,,08-20
羞涩与妄想,又是你在拖后提,,,08-20
大A每天教我做人,9.1我再回来看看，买了美的了，因为发现就今天绿的实不相瞒，看了业绩还行今年几乎,,,08-20
开朗地李秋水,垃圾垃圾,,,08-20
欧舌舌,来吧，欢迎和谐吧,,,08-20
欧舌舌,来吧，和谐吧，,,,08-20
欧舌舌,今天就算被和谐了，我也要骂骂日的，外面一片大好，你却在这边跌,,,08-20
三千万到手,明天突破前高,,,08-20
李子酸,明天又是高开低走,,,08-20
有责任心地银芽柳,开.21收.22控盘这么稳,,,08-20
万里江山血红,2点左右说的大盘要拉尾盘，今天格力控盘做指数落后多数个股,,,08-20
钱就轻如鸿毛0140,明天不涨5个点对不起你这几天风骚的走位,,,08-20
韭菜根的须,开盘是72.21收盘是72.22可以可以，非常强势,,,08-20
股友I剑指苍穹,这算是尾盘拉升吗,,,08-20
快跑你打不过主力,牛啊牛啊控盘,,,08-20
乐观的梅小主,今天真想一巴掌拍过去的太过分了,,,08-20
豪悦黄金,主力洗盘成功,,,08-20
股市东风,谁知道美的今天为啥跳空低开，刚加了液冷概念，是为了践行大盘逆子吗？,,,08-20
鼠shu赚点咖啡,是不是因为我卖了所以就涨了呀,,,08-20
股市松果体,今天下午去菜市场买菜看见几个卖菜大妈在讨论股票我听了一下是在抄底广生堂是不是要清,,,08-20
膨胀的牛牛,谁说美的老赛道？机器人，液冷智能算力，AI医疗，智慧物流……,,,08-20
键盘12,过几天再回来避险,,,08-20
坚持个人风格,昨天发了帖说跳空走低应该是要回补，今天果然跌了，行吧，还在意料之中，看来还得在底,,,08-20
浪哥啊,你强任你强，我自岿然不动，哈哈。。。,,,08-20
笑川丁一郎,共同富裕把美的落下了是吧,,,08-20
文和清远,白马非马，不会给老韭菜解套机会的,,,08-20
王的孤独,一个做传统家电的夕阳产业，5千亿的市值明显严重高估了，正常应该在1千亿之内，海尔,,,08-20
乸畾龖,板块怎么涨的？有什么业绩？垃圾涨上天，有业绩的还趴着,,,08-20
王员内,创业板跌了两个点都能拉红，你就这德行,,,08-20
喜喜哈哈哈,丑的你什么时候能涨,,,08-20
回本途中888,大盘马上涨一个点了，你玛还负一个点！一点联都不要！,,,08-20
土豆与少年,无论你以前有多坏，做过多少坏事，买了美的，也算是还清了,,,08-20
股友ceQSfi,全仓买了你，错过了这么大的牛市,,,08-20
复利翼翁,一堆子概念，机器人，液冷，拜托了，涨涨吧，要点脸,,,08-20
Zhang1073,这操盘手牛掰呀,,,08-20
等牛娃001,半年报有没有可能提前发呢？,,,08-20
股友20W82l9193,在美的躲牛市,,,08-20
乐观的梅小主,要点脸不，自选股那么多就你绿,,,08-20
膨胀的牛牛,波波没钱回购了？,,,08-20
拉高出货了,这八千多手挂着是什么意思,,,08-20
乐观的梅小主,还要点脸不,,,08-20
股友2729er1898,昨天追涨的被今天的72.21开盘一网打尽，一分难赚，今天洗盘后，推到重来，开启新,,,08-20
乐观的梅小主,太了,,,08-20
庐州太太,什么体位都怀不上，那就只有换人了。。,,,08-20
慈祥的王,啊,,,08-20
乐观的梅小主,你是反了天条吗？大盘涨这样，你绿绿绿绿？你缺爹？？,,,08-20
王员内,控盘控的真好，真稳,,,08-20
喜喜哈哈哈,我在这里躲牛市,,,08-20
哎呦喂1314,美的被机构玩死了。,,,08-20
大明铁粉除螨能手钟汉洁,还在回购啊？？？,,,08-20
JDHHDHDJ,牛掰,,,08-20
JDHHDHDJ,$美的集团(SZ000333)$,,,08-20
股友3603VO6068,不信不涨了，其他票全都摸到过3674高点了，不信你就不补涨。,,,08-20
最爱韭菜馅饺子,老赛道已经没有行情，还是换赛道！真的错过牛市！！,,,08-20
股友2729er1898,不管怎跌，收盘都应在72以上。,,,08-20
JDHHDHDJ,勾庄东西,,,08-20
JDHHDHDJ,马币你直接跌停吧,,,08-20
Zhang1073,还水下趴着不动。你也太逆子了吧！,,,08-20
天天画图258,为什么会这个样子，,,,08-20
股友6T26992d12,，白酒香,,,08-20
股友2729er1898,明显是主力压盘吸筹，收盘时应有一定的反弹。明天又是大涨的日子，拭目以待。,,,08-20
啊吧噶啦哇,买这股真的享大福啊,,,08-20
回本途中888,真是服了，天天绿,,,08-20
心亦组合,谁TM一直在抛,,,08-20
乐观的梅小主,还要点脸不,,,08-20
王大love,好久没看这票了，人才啊,,,08-20
抵拢倒拐611,重仓了这个每天就像小丑一样,,,08-20
Louis580,你丫昨天高开到底要干啥？清平台散筹？自从收了你，一直没摸透你的心……还得品呢，美,,,08-20
转运号,恶意压股价，没人管吗,,,08-20
价值投资追随者,我想知道为啥这股如此之废？股友，有人知道的吗？始终只跟跌不跟涨,,,08-20
闲鱼的鱼刺,买美的真把人急坏了,,,08-20
股友6rC3227929,跑不过大盘吗？,,,08-20
绝对忠诚的股友,今天成交30亿入驻，后期去强势拉升到225元以上。今果养生矿泉机！,,,08-20
有情无情,真是有缺口必补,,,08-20
一个消费者,无量，何来洗盘之说,,,08-20
八仙护体,大哥，别跌了,,,08-20
勇敢无畏的坤宇,看这样子，明天69,,,08-20
拉高出货了,三根k线一模一样,,,08-20
n310613399829258,昨天折了一半美的买了福耀玻璃,,,08-20
风趣地人马,这是好人股吗？家人们,,,08-20
股友2729er1898,美的三个品字形黑乌鸦，是大涨前的洗盘吗？我今天满仓了，不知是祸是福。,,,08-20
JDHHDHDJ,2025年度最烂股,,,08-20
安静的狩猎者,该你表演了,,,08-20
冰草莓甜酒,一个美的一个海尔,,,08-20
坚十一郎,对不起大家，本来昨天冲高把美的集团成功斩杀，结果今天又忍不住冲进来，毫无意外又被,,,08-20
云端漫步的拾荒者,买你的时候仓位是16.5%，现在不到14%了。其他都涨，就你不涨还要跌？,,,08-20
华泰新韭菜,22年从40向上的，现在是出货阶段,,,08-20
