author,comments,reply_comments,reply_authors,update
Au001,金融搭台，题材唱戏，白酒还没到时候。科技才刚开始。白酒涨就是结束,,,06-26
股友3LatBI,还真有这样的板块，大涨越涨越跌,,,06-26
隐形的稻草,可怜的白酒啊。连一个反弹都没有啊。哈哈哈哈哈,,,06-25
逐浪康波,曲扬啊曲扬，你不会调仓的吗？前海开源高位接盘白酒，还能回本吗？,,,06-25
扬大宝,银行科技跌落，就是酱香科技发力了。,,,06-25
飞黄腾达军工,大盘越涨，白酒越完,,,06-25
股友3LatBI,最差的板块,,,06-25
体贴的肖三仟,$中润资源(SZ000506)$$白酒(BI0896)$$青海板块(BI0163,,,06-17
上海夜叔富邦科技,$盛弘股份(SZ300693)$$白酒(BI0896)$什么游资外资，全部都是渣,,,06-23
积口德才有福报,怀念当年的白酒，何时再现雄风。,,,06-21
钰峰9797,别听他BiBi好多白酒股还没跌到位，才到脖子离脚底子差的远呐！不要上当！,,,06-20
每天最新消息,这么近，那么美，周末就到河北衡水去，喝老白干。,,,06-21
股友a3812Q5893,很多人以为禁酒令是假的,,,06-21
看空抄低是SB,年轻人最多喝喝米酒，鸡尾酒，这种偏饮料性质的，谁天天喝白酒啊，不知道酒精是一级致,,,06-20
只能wocao浪好大,回光返照下跌中继！,,,06-20
银月千星守,现在年轻人压根不喜欢喝酒，继续炒上天去，给神仙喝，房子给神仙住。,,,06-20
张安圣主,王者荣耀回归,,,06-20
今天破例,暖不疼,,,06-20
vvzvvv,不懂就问，白酒现在的位置在大盘多少点？,,,06-19
庄家收割机1980,我今天清了,,,06-20
Desman,完了大盘这次真的要下去的概率很大了，白酒这样除了被套在山顶半山腰装死的散户其余只,,,06-20
基民6217G0U561,昨天抛完了，今天开始涨了。,,,06-20
万豪4375,尾盘坐火箭,,,06-18
精准抄底730,奉劝各位，手里有白酒票的赶紧抛吧，都不看看公职人员禁止违规吃喝都什么样了，全国一,,,06-19
买股就是买企业,触犯天条了,,,06-19
抓黑牛,跌破，407号.1900..1850.,,,06-19
睁眼看世界l,坚持中午观点，今明两天很关键，要么证券带领大盘向上突破，要么领跌大盘。个人随笔，,,,06-17
随性287,两年前就有预感，白酒以后必将步光伏的后尘，当年有多疯狂，后面就有多狼狈，白酒神话,,,06-18
在大A冲向东北,快跑吧,,,06-18
万豪4375,可能下午涨停潮板块,,,06-18
万豪4375,这地安全,,,06-18
万豪4375,今天全加仓,,,06-18
抓黑牛,高开钓鱼，还的下打，主要，还有禁酒令。,,,06-18
想减肥的小熊,最后的洗盘明天8%个点起步,,,06-18
此情奈何,白酒高开低走，低开低走，平开低走,,,06-18
自在de赫拉,一则消息，白酒的春天来了吗！,,,06-18
股友550067U0L3,白酒来了？,,,06-18
韭菜给别人养爸妈,不得劲了呀没意思,,,06-17
自在de赫拉,茅王拒绝深调，白水还能强势吗？,,,06-17
体贴的肖三仟,$白酒(BI0896)$$脑再生科技(NASDAQ|RGC)$$广誉远(SH60,,,06-17
每天最新消息,14亿中国人。如果酒的价格合理，未来酒的销量是不可估量的，未来相当可期。中国酒文,,,06-16
自在de赫拉,终于触底反弹了！何以解忧，唯有白水！,,,06-16
有魄力的凌枫3,禁8+1令扩大化，体制内国企事业单位这一亿最有消费力的人口饮酒量腰斩再腰斩，如果,,,06-16
大撒1111545,换新赛道了，不喝酒病倒一片。+老年化。,,,06-15
每天最新消息,根据国家统计局发布的数据，2024年末全国人口为140828万人（14亿中国人）,,,06-14
基民086kW36055,禁酒令没听说吗还买白酒,,,06-14
大发州鹤地向问天,无人关注的板块，还会阴跌不止的。,,,06-13
体贴的肖三仟,接飞刀么宝子们,,,06-13
大发州鹤地向问天,还有得跌哦，太水了,,,06-13
每天最新消息,根据国家统计局发布的数据，2024年末全国人口（包括31个省、自治区、直辖市和现,,,06-13
自在de赫拉,喝酒壮胆啊！,,,06-13
每天最新消息,根据国家统计局发布的数据，2024年末全国人口（包括31个省、自治区、直辖市和现,,,06-13
爱运动的金钱豹,白酒真惨连跌3年了,,,06-13
股友edMZvv,还是ST的股票强呀,,,06-13
基民W7f8578732,这叫长期投资吗,,,06-13
基民W7f8578732,这搞什么价值投资胡说八道,,,06-13
谁家的兔子,杀的厉害，反弹也大，大家这个位置割肉是不明智的,,,06-13
丰富的魏红恋5,$白酒(BK0896)$,,,06-12
min98765435872,这些白酒企业宁愿守着产品高价也不愿降价促销去库存，还幻想着哪天经济过热，全民豪饮,,,06-12
忠言逆耳,白酒的下跌才刚刚开始，月线级别的调整，起码以三年以上来计算调整时间,,,06-12
大发州鹤地向问天,彻底废了，这个板块，,,,06-12
苍井多汁,都跌倒这程度了再继续看空就危险了！,,,06-11
大发州鹤地向问天,两阳加一阴，反包成功，,,,06-11
AbCca,白酒狗见了都摇头,,,06-10
大发州鹤地向问天,现在需要你护盘了，加油吧,,,06-10
每天最新消息,股票永远都是相互轮换涨跌，每只股票不可能永远涨，也不可能永远跌，所以心态很重要。,,,06-10
股友w589E81252,老铁们先吃药后喝酒多好,,,06-10
股友edMZvv,全靠4个ST股票撑场面,,,06-10
每天最新消息,股票永远都是相互轮换涨跌，每只股票不可能永远涨，也不可能永远跌，所以心态很重要。,,,06-10
AbCca,山西汾酒不配涨是吗？,,,06-09
AbCca,白酒不配涨吗？,,,06-09
股友3LatBI,每天都是砸白酒。啤酒，黄酒都涨过了，无论传统消费，还是新清费都疯涨，就是不涨白酒,,,06-05
股友P5083D3756,这个和其他白酒板块有什么大的区别吗，别的都跌麻了，这个压根就没跌,,,06-03
A股A哥,记得一个系统的外地的同事，300多的5粮液说我一直加，,,,06-05
大发州鹤地向问天,没人关注的板块就是阴跌不止，无论大盘怎么样都是跌，只是跌多跌少的事,,,06-03
大发州鹤地向问天,这个板块也是废了，,,,06-03
九爔十八锏,砸烂了,,,06-03
每天最新消息,中国人无酒不成席，只是酒的价格一定要在合理区间。,,,06-02
股友3LatBI,只跟跌不跟涨，这个板块废了,,,05-30
AbCca,白酒没戏了，看不到任何希望，都割了吧,,,05-30
贴心的车卓婷,这个板块，怎么不退市,,,05-29
每天最新消息,新消费概念涨势扩大十余股封涨停！机构预测多股业绩有望持续高增长证券时报网6小时前,,,05-27
每天最新消息,新消费概念涨势扩大十余股封涨停！机构预测多股业绩有望持续高增长,,,05-27
基民Qjf5gd,这真tn的什么逻辑,,,05-27
自在de赫拉,食品饮料白酒全面起飞了！,,,05-27
从从容容626,A就lg,,,05-26
万豪4375,下午可能一飞冲天,,,05-23
股友3LatBI,白酒废了，每次都是涨一下就跌下去，大盘越涨，它越跌,,,05-23
伪善的心,涨的时候自己涨，跌的时候带上大伙。,,,05-23
九爔十八锏,都改喝料酒了吗,,,05-21
掼蛋新手,今天全是吃喝玩乐的行情！,,,05-20
哪来的回哪去,板块这样拉升合适嘛,,,05-19
盆满满腹的火舞,真正的白酒股跌的一塌糊涂，白酒指数咋拉上来的呢，想不明白,,,05-19
黄袍山人,白酒利空出尽，该涨了。预测明天低开高走收红。,,,05-18
真也假假也真,为何白酒不涨？酒是一种消费品，消费品有没有潜力看受众，白酒消费主要是老人和北方或,,,05-17
勤学上进de袭人,三儿是那个 //@尖板眼2 ://@尖板眼2:三儿排第一了，得感谢茅台调整，你才,,,05-16
尖板眼2,坐前排还要努力,,,05-16
踏天而来,轮也该轮到你好几遍了吧,,,05-15
ST周文河,白酒救一下大盘啊，快救一下,,,05-15
尖板眼2,//@尖板眼2:712下周再看看情况，下周应该看看20.9和20.1元左右或极限,,,05-15
股友edMZvv,这个板块全靠ST的股票撑场面,,,05-15
尖板眼2,已经有涨停板票了，看看涨停潮出现不？月底过节，消费消费…,,,05-13
尖板眼2,有样学样,,,05-13
股友3LatBI,这个板块没跌透，继续低吸,,,05-14
股友3LatBI,白酒永远是跌，大盘跌它也跌，大盘涨，它不涨,,,05-14
逆风蒲公英,这到底是个什么玩意,,,05-14
AbCca,白酒是废了吗？特别是舍得,,,05-12
自在de赫拉,轮到白水起了！,,,05-09
基民6217G0U561,这两天要换白酒大涨拉大盘了。,,,05-08
A股A哥,喝的人是越来越少,,,05-06
股友3LatBI,白酒涨一天也好吧，能不能反弹完再跌,,,04-30
哪来的回哪去,这玩意板块往上V个股往下掉什么鬼,,,04-29
实战天天姐,四年前，白酒70-80倍市盈率，很多人觉得这是伟大的企业，伟大的生意模式，有着光,,,04-29
一骑绝尘耶,白酒利润好高神话终归破灭,,,04-28
爱运动的金钱豹,白酒板块已经不行了，现在强国还是要科技，一个做酒的能有什么用,,,04-23
曙光a,为什么天天横,,,04-23
每天最新消息,一揽子扩内需政策在路上！广东、上海等地谋划出台《提振消费专项行动方案》。人民财讯,,,04-22
股友1790u6g510,白酒该涨了吧,,,04-22
A股A哥,6月飞酒？,,,04-18
华少聊财经,拜拜,,,04-17
曙光a,这里人少,,,04-16
小年轻爱股,明天该你干活了，刚好把板块的红一下,,,04-16
华少聊财经,$酒ETF(SH512690)$$中证白酒(SZ399997)$$白酒(BK08,,,04-11
股友l510570a32,$白酒(BK0896)$,,,04-13
股友l510570a32,现在消费不行库存积压，价格倒挂。但长远看消费如果起来，积压的库存反而能陈化概念翻,,,04-12
大道至简1221,今天最可怕的不是跌这么多，毕竟外围也是这个行情。而是没有多少资金承接，后面极速拉,,,04-07
海南椰子鸡,大盘大跌喝白酒就对了,,,04-07
体贴的肖三仟,$舍得酒业(SH600702)$$白酒(BI0896)$,,,04-06
冷眼旁观2024,周一要靠茅台稳指数了,,,04-04
华少聊财经,严格执行做T交易策略,,,04-03
敢买更要舍得卖,关门喝酒吧,,,04-03
无聊而已,还得喝酒啊,,,04-03
股友3LatBI,天天砸白酒,,,04-02
有为而治大阳线,一定注意，五天五跌停，岩石股份(SH600696)和汉邦高科(SZ300449),,,03-30
亏了4万,白酒板块绝大多数都是利润大减啊,,,03-30
诚实的孟意16,谁来拯救一下泸州老窖被套的人。,,,03-27
自在de赫拉,白水真强啊！,,,03-26
小麦滴爸爸,我不该喝着咖啡炒白酒，这不被套了。,,,03-26
掐指算涨停,白酒马上企稳了,,,03-25
湖北宋宇飞,跑都跑不掉,,,03-25
宁宁梦,白酒倒车接人呢,,,03-18
账户已注销,白酒被基金公司当成工具了,,,03-24
湖北宋宇飞,发套,,,03-24
杠杠小啾,哪位大神解释一下，周五的阴线算不算放量巨阴，后续是不是没搞头了,,,03-22
华尔路话事人,白酒煤炭赶紧拉，指数就靠你们了,,,03-21
股友3LatBI,白酒就是LJ板块，大盘涨也跌，大盘跌就更跌得多,,,03-20
股友3LatBI,白酒就是LJ,,,03-19
湖北宋宇飞,发套,,,03-19
湖北宋宇飞,跳水,,,03-18
咖啡色的咖菲猫,转发,,,03-18
机灵聪慧的千隅9,Ai+酿酒，有没有相关标的？,,,03-14
米饭是配菜,该回踩5日线不回踩，跟银行护盘，日线量价背离，今日拉涨不放量周四周五下杀的概率非,,,03-17
买在三千套在四千,好当家＝低价白酒概念+海洋经济，必将爆发,,,03-15
米饭是配菜,白酒没量今天还拉风险就太大了,,,03-17
掐指算涨停,买白酒会不会被市场带偏了,,,03-17
不良人勿近,$煤炭行业(BK0437)$$白酒(BK0896)$,,,03-14
长坂坡之战,打死不买白酒,,,03-14
股友95015a53C9,明天315，白酒那业绩，点开f10挨个看，再想想持续性。下周开启年报季，紧接着下,,,03-14
股友GYHHXe,我戒酒了，但愿你大涨,,,03-14
股友GYHHXe,$白酒(BK0896)$,,,03-14
江湖大赚哥,科技退潮，消费启动，喝酒吃药开始。一是业绩可以。二是历史低位。三是前景看好。四是,,,03-11
江湖大赚哥,煤炭白酒不分家，哦豁哦豁哦豁哦,,,03-13
万花镜写轮眼,可以走了，下午准备跳水，拉太高散户追高。,,,03-14
富有满堂得丘处机,喝酒一统全球的逻辑又回来了，看来要买点地产啊,,,03-14
坚定地,现在抓紧涨吧，等年报一出，原形毕露。,,,03-14
抚顺一生黑,前几天拉钢铁，昨天拉煤炭，今天拉白酒，超跌的长期低位的股也慢慢一个一个被拉升抬起,,,03-14
江湖大赚哥,科技跌倒，白酒喝饱,,,03-13
江苏蓝宝爸爸,昨天跌一下，以为白酒就到头了？错，事实证明科技还是起不来，未来白酒依旧会继续大涨,,,03-13
躲牛市我第一,券商不动，白酒拉冒烟也没用,,,03-11
梦想的左岸cq,类似于和机器人这些题材股都别再碰了，要么休息，要么就关注一下或者，医药也行，反正,,,03-10
楼兰王子,没想到今天是白酒护盘啊,,,03-11
江苏蓝宝爸爸,白酒今天有可能涨停，毕竟白酒和科技反着，而且不受外围影响,,,03-11
江湖大赚哥,科技跌倒，白酒喝饱,,,03-11
股友1790u6g510,舍得酒业上个月涨了4个点，别的白酒十几二十个点上涨，这几天已经把上个月的全部跌回,,,03-10
柳浪居士,今天太难为你了，白水兄弟。,,,03-07
和夸宝贴贴,增量不够的情况下还是少拉这个板块为好，一拉完板块和大盘都跟着下。外部增量进来的时,,,03-07
yqh1632,市场全天震荡调整，创业板指领跌，沪深两市全天成交额1.82万亿，较上个交易日缩量,,,03-07
真诚的文港,大消费，第一反应就是白水哈哈，还是那批老人…,,,03-07
KevinJay,带大盘突破吧,,,03-07
咖啡色的咖菲猫,转发,,,03-07
新韭菜盒子支付,虽然炒股短期看是赌博，长期还是会看价值，光伏没有任何投资价值，除非大家都疯狂了才,,,03-07
伪善的心,茅五汾泸洋，五粮液有点垃圾啊，加油。,,,03-07
有进取心的顾羽5,随着酒水市场的多样多元化，纯白酒必然没落，非刚需行业。,,,03-06
股友1790u6g510,白酒全部退市，别再害人了,,,03-06
江湖大赚哥,一个利润率如此好的行业，被一些虚头巴脑亏损行业抛在后面………是玩白酒的不会讲故事,,,03-06
江湖大赚哥,一个利润率如此好的行业，被一些虚头巴脑亏损行业抛在后面………是玩白酒的不会讲故事,,,03-06
湖北宋宇飞,散户大本营,,,03-05
江湖大赚哥,工作报告出来了，要大力提振消费，适时降准降息，维护股市楼市增长,,,03-05
大家一起喝酒吃肉,求求您了，你啥时候能好好涨几天，把一月份的跌幅涨回去就行。,,,03-04
k线反着看,怎么这么拉,,,03-04
AbCca,白酒又凉了,,,03-03
湖北宋宇飞,跑都跑不掉,,,03-03
股友QvvMg3,狗看了都摇头的板块,,,03-03
止入为出,茅台不一定能带起来个股，但是一定能带崩个股！,,,03-03
湖北宋宇飞,跌停,,,03-03
股友9a5A285922,及时止损，感觉下周要回调了,,,03-03
沪A7183,悲惨的一天，来白酒里躲大跌，没想到照套不误！㖣，？.%……,,,02-28
AbCca,完了白酒要凉,,,02-28
惬意的温琦,561100周一雄起,,,02-28
垚玥铠祥,价值投资,,,02-28
资金推动上涨,AI量化交易软件检测到机构没有出逃机器人板块,,,02-28
炒股冠军军哥,方军白酒基金试错低位仓位1成。方军白酒,,,02-27
陶居南菊,喝白酒的就是喜欢白酒，高端白酒，有钱人喝，中端白酒，工薪阶层喝，低价白酒，低收入,,,02-26
止入为出,不是白酒拖累，大盘已经轻松过了3500,,,02-26
