author,comments,reply_comments,reply_authors,update
基民qIiPHR,小破站 越来越强啦,,,09-30
熊猫大侠2024,昨天买的清掉了，还是拿不住，赚不到大钱,,,09-30
丽园路,随缘吧。看来注定只能赚几百,,,09-30
股友D76630F655,赚钱了开个大会员,,,09-30
惬意安然,B站用AI赋能内容创作社区活力挺足，AI应用普及率目标超70%带来想象空间，港股,,,09-30
韭韭特时代先锋,只剩600股了,,,09-30
兴趣使然的韭菜,这么强势的吗？,,,09-30
哔哩哔哩-W资讯,B站在浙江成立桐绘文化传播新公司,,,09-30
冰雪聪明的吊锅,上次卖飞了，这次看看能不能拿住,,,09-23
隐隐约约你,只要有凡人在，就还能撑几年。没有凡人我不可能大会员,,,09-27
我不想努力了阿姨,有钱了会好起来的，先活下来，再考虑激励的事情,,,09-29
股友91w58K3067,211.2收盘,,,09-29
冰川网络资讯,研报点睛：概念活跃！行业延续高景气,,,09-25
哔哩哔哩资讯,B站在浙江成立桐绘文化传播公司，注册资本1000万,,,09-29
哔哩哔哩资讯,B站在浙江成立桐绘文化传播公司,,,09-29
junima,先走了，下午两点跳水再买回来,,,09-29
熊猫大侠2024,我今天才算看明白了，外卖大战最受益的实际上是b站，高德扫街也在b站上面做广告，前,,,09-29
宇哥C,港股可以关注下BLBL，在底部，等风来即可。,,,09-21
冬冬冬冬冬冬,买早了。应该等到190进,,,09-29
低吸666,诱空,,,09-28
买就跌割就涨,天啊，b站竟然开始盈利了,,,09-28
爱奇艺资讯,开机无广告、微短剧及时纠偏 “十四五”广电视听领域成绩单出炉,,,09-26
小散变主力,缩量跌，怕个球,,,09-26
韭黄王中王2,今天是买点啊,,,09-24
有决策力的姚珂1,都说美股港股成熟市场，我看也是主导，一点风吹就怕的不得了，可笑可笑，每次你们,,,09-26
三倍做多恒生科技,低开三个点？美股涨了四个点，换算到港股应该高开的,,,09-26
哔哩哔哩-W资讯,翌日披露报表,,,09-26
三倍做多恒生科技,居然低开了？牛逼,,,09-26
哔哩哔哩-W资讯,哔哩哔哩-W：2025年中期盈利2.1亿元 同比扭亏,,,09-25
哔哩哔哩-W资讯,2025中期报告,,,09-25
哔哩哔哩-W资讯,授出限制性股份单位,,,09-25
芒果超媒资讯,六大网络视听平台今年新增节目中超高清类平均占比将超过40%,,,09-25
股友91w58K3067,换了一批人套,,,09-25
湖南人投资老龄化,把b站先干到千亿市值,,,09-24
湖南人投资老龄化,昨天说了，把B站先干到千亿市值,,,09-25
湖南人投资老龄化,跳水，睡觉,,,09-25
哔哩哔哩-W资讯,港股哔哩哔哩-W涨近5%,,,09-25
我不想努力了阿姨,怎么还下来了,,,09-25
湖南人投资老龄化,港股通交易成本太高了我感觉比a股高很多我买了，就不卖因为反复交易给交易所和券商赚,,,09-25
小红李三,内在价值120,,,09-25
A扫地僧A,套了我一个月，我跑了你可以拉了！这股没缘分,,,07-04
瓜蛋儿,财务指标自上市以来，一路下滑，难怪股价跟着一路跌，目前还没看到好转迹象。要么利润,,,09-24
从惑到不惑,港股+美股，b站市值已经上千亿了吧,,,09-24
山寨强,德银去年底还有22.43%，如今只有18.55%，这鬼精灵赚了不少啊！,,,09-24
风度翩翩的爱清平,为啥股东一直在减持，等机会,,,09-24
我不想努力了阿姨,有钱了会好起来的,,,09-24
冲冲灵,快手牛逼啊,,,09-24
我不想努力了阿姨,我要不要做个t呢,,,09-24
湖南人投资老龄化,看好b站非常看好技术面、基本面、情绪面个人认为，b站是此轮牛市的牛股如果持有的请,,,09-24
junima,加油呀，别一会阿里股价追上你了,,,09-24
我不想努力了阿姨,不就跌四个点吗,,,09-24
sutobe,过了十一再见,,,09-24
冬冬冬冬冬冬,涨多了么就跌。很正常啊。等到170到180就可以买回来l,,,09-24
飞黄满腹的叶孤城,耐心等待，静等拉升,,,09-24
哔哩哔哩资讯,放弃C2C：转转还有什么牌,,,09-23
有决策力的姚珂1,又开始怕了哈哈哈,,,09-23
腾讯控股资讯,景气回升助推港股游戏股走强 暑期旺季腾讯等头部厂商增收强劲,,,09-15
我不想努力了阿姨,不管了套就套吧,,,09-23
好运旺财,下个月就V4了，不错@…@！我加仓了,,,09-23
我不想努力了阿姨,左脚踩右脚螺旋下跌,,,09-23
股友g325852n68,我就说是双顶，上周210卖了爽歪歪，跌破190又买入,,,09-23
冲冲灵,几个月没涨几天又打回原形,,,09-23
Jzcs,人家几千亿市值动不动涨十几个点，你几百亿没涨几个点就回落，现在市值就跟巨人网络差,,,09-18
兴趣使然的韭菜,又过山车了，怎么上去的怎么下来,,,09-23
平和的何琦,没想到是一个垃圾,,,09-23
富临上五十,一看盘，我居然盈利68个点了。可不可以跌一点归去,,,09-21
有礼貌的凌禹11,希望哔哩哔哩给个机会让我入场,,,09-22
蔚来-SW资讯,纳斯达克中国金龙指数收跌0.96%，热门中概股多数下跌，蔚来跌超6%，京东跌超3%,,,09-23
哔哩哔哩资讯,干杯 复兴岛！哔哩哔哩首个“干杯音乐节”10月岛上见,,,09-20
豫园股份资讯,B站国创IP X 豫园次元裂变：传统文化地标与二次元破壁共舞,,,07-15
了不起的盖茲比,量化,,,09-22
兴趣使然的韭菜,又要震荡2个月了,,,09-22
我不想努力了阿姨,这个位置出货？,,,09-22
冲冲灵,百度阿里都破了去年高点，啥时候轮到你啊,,,09-22
丽园路,求求你下来一点吧,,,09-22
冲冲灵,涨不动啊，不是主线题材,,,09-22
股友91w58K3067,低吸机会吗,,,09-22
后山树枝哥,blg冠军！！,,,09-21
布布溜街子,胶带期这么猛吗，拍到仙界，B还可以多活10年,,,09-20
哔哩哔哩资讯,上海网络视听内容创作者大会大V谈：创作优质内容，懂得共情经济学,,,09-20
哔哩哔哩资讯,互联网内容创作者汇聚上海 探索网络视听无限可能,,,09-20
扶苏公子,什么时候能破顶去年10月8都成了问题,,,09-19
丽园路,几天没看了，咋还没跌呢？。。。,,,09-19
真lilive,陈减持了吗？,,,09-20
韭韭特时代先锋,股票修仙10万-90万练气一层-练气九层100万-900万筑基一层-筑基九层10,,,09-16
韭韭特时代先锋,股票就是修仙，那些有名的投资大佬，无不是参透了大道法则的人，只有领悟了自己的大道,,,09-17
股友XE5mSy,怎么又跳水了，耍猴子呢,,,09-17
股友XE5mSy,还好红了,,,09-19
股友XE5mSy,有病吧，红了一天围盘来砸,,,09-19
喵了个咪喵,尾盘砸，干嘛啊,,,09-19
哔哩哔哩资讯,B站旗下华仁艺电公司注销,,,09-19
兴趣使然的韭菜,超过去年10月真的难,,,09-19
股友91w58K3067,这个点位，加仓吗？,,,09-19
割的不够深,5日线压力这么大么。又下去了,,,09-19
韭韭特时代先锋,何意味？根本不卖,,,09-18
股友XE5mSy,买一点支持一下,,,09-19
幻图呀,唉•₃•,,,09-19
喵了个咪喵,大盘都过了10月8日的顶了，你确还没突破,,,09-19
喵了个咪喵,主升就这么结束了？,,,09-18
我不想努力了阿姨,节假日在家里看看电视也行不一定要出去,,,09-18
股友kXEBaj,今天这个收盘市值好，期待你未来变成8888,,,09-18
我不想努力了阿姨,我是托我是托,,,09-18
我芦本伟没有开挂,短期看调整,,,09-18
割的不够深,可以，算不错了，,,,09-18
我不想努力了阿姨,先冲250再冲300，再冲350,,,09-18
山寨强,加息不如预期，晚上美股又进入死循环,,,09-18
兴趣使然的韭菜,又来7月24？,,,09-18
山寨强,这次感觉不像开玩笑！,,,09-18
矮股晒伤亚,不服双头预言的那个货，出来走两步,,,09-18
真武大盗,我看好B站，因为聚集了大部分年轻人的平台，是未来希望，“未来是你们的…也归根结底,,,09-18
温柔的割韭手,早就跑了，大盘，30，60，120分钟顶背离共振，百年大鼎千年一遇啊,,,09-18
矮股晒伤亚,low哔哩,,,09-18
股友XE5mSy,完了,,,09-18
幻图呀,?,,,09-18
扶苏公子,没开始就结束了，恒生股票这么拉胯的吗？,,,09-18
股友XE5mSy,今天还能红吗,,,09-18
稳赚不赔2019,来来来，调研一下，喜欢用B站的你是80后90后还是00后？评论区回复起来啦,,,09-18
幻图呀,在干嘛,,,09-18
股友XE5mSy,发生了啥，结束了吗？,,,09-18
百度集团-SW资讯,全球市场早报｜美股三大指数涨跌不一，中国金龙指数大涨近3%，百度涨超11%,,,09-18
宏图高升得苗若兰,跑不赢美股嘛,,,09-18
德鲁大叔23,上方确实有压力，今天跑不赢恒科，情理之中,,,09-17
EricRun,B站用户挺铁杆的，AI也能帮创作，港股通恒生科技ETF里有它，瞅瞅盈利能不能改善,,,09-17
股友XE5mSy,今天走不走,,,09-17
我不想努力了阿姨,去年高点都没过，经营状况明显向好,,,09-17
稳赚不赔2019,明天冲破去年国庆的高点,,,09-17
割的不够深,这个早盘洗的干净啊。都没人说话了股吧，都拍大腿了,,,09-17
股友XE5mSy,220有什么魔咒吗，不能上去吗,,,09-17
冲冲灵,是否能接力百度阿里，掀起港股小盘股狂潮？,,,09-17
兴趣使然的韭菜,今天过一下220吧,,,09-17
不要回调,估值太低了，B站怎么说也是国内这种类型网站的独一档，太900多亿的港币,,,09-17
我不想努力了阿姨,助力一下,,,09-17
我不想努力了阿姨,哎呀补仓补早了,,,09-17
熊胆粉,这是为何，早上跌现在两级反转了！,,,09-17
美团原始股东,你们发财，我走了，希望10年后不后悔,,,09-16
栗子壳壳壳壳壳,只有一层仓的时候为什么这么涨,,,09-17
股友XE5mSy,板块倒数,,,09-17
Jzcs,下午追平恒生科技指数就行,,,09-17
祖训冲高就走,回踩30分钟，准备补涨了,,,09-17
兴趣使然的韭菜,又到了互道的时候了,,,09-17
心胸宽广的柿子,到顶了？,,,09-17
我不想努力了阿姨,买一些支持一下,,,09-17
幻图呀,主力动手了，兄弟们冲锋,,,09-17
股友9Q39v27188,这量能，这轮上涨结束了,,,09-17
丽园路,求求你跌回来吧，我才买了2万股啊,,,09-15
股友08M7C53250,加仓机会来了,,,09-17
知行合一886,磨磨唧唧的,,,09-17
幻图呀,今天要跌了吗,,,09-17
股友3038k3Q681,求求你不要撤单,,,09-17
我不想努力了阿姨,$哔哩哔哩-W(HK|09626)$,,,09-16
eastern1212,咋没人说话了加不加仓,,,09-16
股友X2R3175053,一个月了，我先撤了,,,09-16
基民f939818k87,每天图形都一样,,,09-16
股友k7170n0722,这波耍到三百五,,,09-16
股友XE5mSy,谁来救救阿逼,,,09-16
认真的赚钱,阿B的尿性再次展现,,,09-16
基民m7Yici,说双头的个人呢，出来走两步,,,09-16
绝不再追高,211.8踢了半仓，过两天看看能不能低价接回来毕竟连续涨了好几天了。,,,09-16
幻图呀,咋回事,,,09-16
你说的都对M,快手，和b站，买哪个,,,09-16
冯哆多,每天整高开低走？,,,09-16
护盘大少,这股每天早上冲高卖就对了,,,09-16
割的不够深,大盘逆子，大盘拉起来你回调。大盘下去你拉,,,09-16
everflow,这高开低走的体验不美好！！！,,,09-16
今年赚五千万,这走势要么马上下跌，要么横盘,,,09-16
晓晓谷米,除了去年国庆那一波，其它已经洗的干干净净了,,,09-16
我芦本伟没有开挂,接着奏乐，接着舞,,,09-15
哔哩哔哩-W资讯,翌日披露报表,,,09-16
山寨强,219.6先清了，留下的发财！,,,09-16
股友y86v139875,主力都没走，价格为啥一直在下降,,,09-16
股友9Q39v27188,10几万手的压单，看来今天220是过去不了,,,09-16
陌陌前行的股友,研究出了可控核聚变了吗？为啥我卖出后一直涨？,,,09-16
awonpin,做个t，全部换成快手，看看有没有补涨的机会,,,09-16
股友25337Mc578,继续向上冲,,,09-16
兴趣使然的韭菜,恒科最靓的仔,,,09-16
喵了个咪喵,什么双头，明明就是w底,,,09-16
山寨强,美股长6.4%盘后0.7%,,,09-16
理想汽车-W资讯,纳斯达克中国金龙指数收涨0.87%,,,09-16
为了双休全职炒股,明天买20股玩玩,,,09-16
股友HK03908,短期看目标价300以上,,,09-15
哔哩哔哩资讯,热门中概股大涨，哔哩哔哩涨8%，理想涨7%，加密货币超16万人爆仓,,,09-15
了不起的盖茲比,求求你涨上去吧，我已经全仓了！,,,09-15
巨人网络资讯,超配游戏板块！公募发掘游戏股增量机会,,,09-14
Part李琦,b站靠吃z哥开的充电会员交费都够了,,,09-15
股友g325852n68,210果断卖了，三进三出都赚钱，维持双M顶观点不变，等它下来又抄一波，反复赚钱,,,09-15
温柔的割韭手,最近一个0.01元的月卡会员活动，估计会有一个小高峰,,,09-15
股友25337Mc578,明天继续5个点,,,09-15
心胸宽广的柿子,收盘不会又绿了吧,,,09-15
温柔的割韭手,我不信b友这么有钱，都充大会员，但是最近确实有很好的付费项目，比如挑起对立，然后,,,09-15
我不想努力了阿姨,你们没有大会员的还不赶紧去办一个,,,09-15
股友xWp0pK,追,,,09-15
幻图呀,今天走吗,,,09-15
麦田守望者Tommy,踏空了，难受,,,09-15
一加一减,跟着游戏涨的吗？那你涨幅最小了啊,,,09-15
韭韭特时代先锋,热点在于titok，美国控股美国版抖音，B站当天涨幅50%起步,,,09-15
股林王者1500,下午会不会直接230了？,,,09-15
用心的ZOE,踏空，看着难受,,,09-15
健康永远,B站用AI搞内容有点意思，年轻人都在这里，港股通恒生科技ETF押宝你了！,,,09-15
山寨强,可以减仓，但不要轻易空仓就对了！《百将牌》10月测试，B站上预约量18万,,,09-15
山寨强,虽然周五走得没那么完美，但是我们要关注一个事实，周五美股收盘价格已经明显高于7月,,,09-13
温柔的割韭手,我擦，我还没上车啊,,,09-15
我不想努力了阿姨,b站赚了钱不买个会员?,,,09-12
好运自然来xxq,难受,,,09-15
隔夜泡芙,户子一己之力带飞哔哩！户圣千古！祝家人们买苹果汽车，祝苹果小区，用苹果手机！购买,,,09-15
我不想努力了阿姨,千亿市值！,,,09-15
从惑到不惑,连续两天都被洗,,,09-15
基民8FYgpo,让我感到陌生。。。我这50万重仓，能不给我突破到220先？,,,09-15
兴趣使然的韭菜,今天算是突破成功了吧,,,09-15
德鲁大叔23,跟随恒生科技走势,,,09-15
阿里巴巴资讯,《MIT科技评论》“50家聪明公司”发布，Deepseek、游戏科学入选,,,09-13
股市论英雄,买个会员压压惊,,,09-14
股友g325852n68,垃圾，说M顶还不信，始终过不了200的顶,,,09-12
慧择资讯,部分中概股走高！慧择 盘中涨幅超45%,,,09-12
温柔的割韭手,做了2次超短，都赚了一丁点，不会再追涨了，因为我玩b站十年来，从来没充过一次钱在,,,09-12
兴趣使然的韭菜,又来减持？,,,09-12
阿里巴巴-W资讯,港股科网股反弹背后暗流涌动 阿里做空数据激增揭示多空博弈升级,,,09-12
股友K55n133786,下星期起飞，今天一股都不卖,,,09-12
通达集团资讯,三连涨！,,,09-09
阿木木2020,先到400，再是600以上，时间1年内。,,,09-12
junima,美股盘前涨的不多，还是不认可吗？,,,09-12
冲冲灵,以这股的尿性，下星期又是大跌，九月底大涨,,,09-12
山寨强,统计今天在205-206这个位置抢筹的人太多，上涨过快，所以才导致今天这波回调！,,,09-12
豪爽大气的韩昊祥,会玩,,,09-12
囧囧囧888,199.99收盘,,,09-12
哔哩哔哩-W资讯,港股评级汇总 | 高盛维持哔哩哔哩买入评级,,,09-12
冯哆多,能不能站稳200,,,09-12
股友XE5mSy,能不能站稳200啊,,,09-12
冬冬冬冬冬冬,6个点没走。硬扛着唉现在亏死,,,09-12
布布溜街子,200上方压力好大,,,09-12
问问我520,收盘上不了200就得走了，今天应该套了一批人在最高点的,,,09-12
网易-S资讯,热门手游国服上线在即 网易今日早盘刷新历史新高,,,09-12
